ชื่อสาขา,ห้าง,จังหวัด,ภูมิภาค,STORE_ID,STORE_NAME
จันทบุรี,แมคโคร,จันทบุรี,ภาคตะวันตกและตะวันออก,S00216,MK-CHANTHABURI
เชียงใหม่,แมคโคร,เชียงใหม่,ภาคเหนือ,S00138,MK-CHIANGMAI
เชียงใหม่ 2,แมคโคร,เชียงใหม่,ภาคเหนือ,S00768,MK-HANG_DONG-CHIANGMAI_2
แม่ริม,แมคโคร,เชียงใหม่,ภาคเหนือ,S00133,MK-MAE RIM-CHIANGMAI
จอมทอง,แมคโคร,เชียงใหม่,ภาคเหนือ,S00788,MK-JOMTHONG-CHIANGMAI
ฝาง,แมคโคร,เชียงใหม่,ภาคเหนือ,S00317,MK-FANG-CHIANGMAI
เชียงราย,แมคโคร,เชียงราย,ภาคเหนือ,S00213,MK-CHIANGRAI
แม่สาย,แมคโคร,เชียงราย,ภาคเหนือ,S00094,MK-MAESAI-CHIANGRAI
แหลมฉบัง,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S01194,MK-LAMCHABANG-CHONBURI
ชลบุรี,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S00234,MK-CHONBURI
บ่อวิน,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S00535,MK-BORWIN-CHONBURI
บ้านบึง ชลบุรี,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S01186,MK-BANBUENG-CHONBURI
พัทยา,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S00523,MK-PATTAYA-CHONBURI
สัตหีบ,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S00874,MK-SATTAHIP-CHONBURI
อมตะนคร,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S01684,MK-AMATANAKHON-CHONBURI
อมตะนคร 2,แมคโคร,ชลบุรี,ภาคตะวันตกและตะวันออก,S00562,MK-AMATANAKHON_2-CHONBURI
ชุมพร,แมคโคร,ชุมพร,ภาคใต้,S00824,MK-CHUMPHON
กาฬสินธุ์,แมคโคร,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,S00228,MK-KALASIN
กำแพงเพชร,แมคโคร,กำแพงเพชร,ภาคเหนือ,S00237,MK-KAMPHAENGPHET
กาญจนบุรี,แมคโคร,กาญจนบุรี,ภาคตะวันตกและตะวันออก,S00204,MK-KANCHANABURI
ขอนแก่น,แมคโคร,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00220,MK-KHONKAEN
ขอนแก่น 2,แมคโคร,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S01945,MK-KHONKAEN_2
ขอนแก่น 3 (บ้านโนนม่วง),แมคโคร,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00491,MK-BAN_NOND_MUANG-KHONKAEN_3
ชุมแพ,แมคโคร,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00114,MK-CHUMPAE-KHONKAEN
บ้านไผ่,แมคโคร,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S02245,MK-BANPHAI-KHONKAEN
กระบี่,แมคโคร,กระบี่,ภาคใต้,S00675,MK-KRABI
ลำปาง,แมคโคร,ลำปาง,ภาคเหนือ,S00223,MK-LAMPANG
ลำพูน,แมคโคร,ลำพูน,ภาคเหนือ,S00325,MK-LAMPHUN
เลย,แมคโคร,เลย,ภาคตะวันออกเฉียงเหนือ,S00191,MK-LOEI
ลพบุรี,แมคโคร,ลพบุรี,ภาคตะวันตกและตะวันออก,S00159,MK-LOPBURI
มหาสารคาม,แมคโคร,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00253,MK-MAHASARAKHAM
มุกดาหาร,แมคโคร,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,S00186,MK-MUKDAHAN
นครนายก,แมคโคร,นครนายก,ภาคตะวันตกและตะวันออก,S00800,MK-NAKHONNAYOK
นครปฐม,แมคโคร,นครปฐม,ภาคตะวันตกและตะวันออก,S00145,MK:NAKHONPATHOM
ศาลายา,แมคโคร,นครปฐม,ภาคตะวันตกและตะวันออก,S00085,MK:SALAYA-NAKHONPATHOM
นครพนม,แมคโคร,นครพนม,ภาคตะวันออกเฉียงเหนือ,S00601,MK-NAKHONPHANOM
จอหอ (นครราชสีมา),แมคโคร,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S01708,MK-JORHOR-NAKHONRATCHASIMA
นครราชสีมา,แมคโคร,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00291,MK-NAKHONRATCHASIMA
นครราชสีมา 2,แมคโคร,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00723,MK-NAKHONRATCHASIMA_2
นครราชสีมา 3 (เซฟวัน),แมคโคร,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00699,MK-SAVE_ONE-NAKHONRATCHASRIMA_3
ปากช่อง,แมคโคร,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00578,MK-PAKCHONG-NAKHONRATCHASRIMA
นครสวรรค์,แมคโคร,นครสวรรค์,ภาคเหนือ,S00099,MK-NAKHONSAWAN
นครสวรรค์ 2 (พรหมนิมิต),แมคโคร,นครสวรรค์,ภาคเหนือ,S00473,MK-PHROMNIMIT-NAKHONSAWAN_2
ทุ่งสง,แมคโคร,นครศรีธรรมราช,ภาคใต้,S00518,MK-THUNGSONG-NAKHONSITHAMMARAT
นครศรีธรรมราช,แมคโคร,นครศรีธรรมราช,ภาคใต้,S00134,MK-NAKHONSITHAMMARAT
น่าน,แมคโคร,น่าน,ภาคเหนือ,S00205,MK-NAN
หนองบัวลำภู,แมคโคร,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,S00305,MK-NONGBUALAMPHU
หนองคาย,แมคโคร,หนองคาย,ภาคตะวันออกเฉียงเหนือ,S00244,MK-NONGKHAI
แจ้งวัฒนะ,แมคโคร,นนทบุรี,กรุงเทพฯและภาคกลาง,S00302,MK:CHANGWATTANA
นครอินทร์ บางกรวย,แมคโคร,นนทบุรี,กรุงเทพฯและภาคกลาง,S00497,MK:NAKORN_IN-NONTHABURI
บางบัวทอง,แมคโคร,นนทบุรี,กรุงเทพฯและภาคกลาง,S00841,MK:BANGBUATHONG-NONTHABURI
คลองหลวง,แมคโคร,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00233,MK:KHLONG_LUANG
ปทุมธานี,แมคโคร,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00745,MK:PATHUMTHANI
รังสิต,แมคโคร,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00432,MK:RANGSIT
พังงา,แมคโคร,พังงา,ภาคใต้,S01265,MK-PHANGNGA
พัทลุง,แมคโคร,พัทลุง,ภาคใต้,S00290,MK-PHATTHALUNG
พะเยา,แมคโคร,พะเยา,ภาคเหนือ,S00312,MK-PHAYAO
เพชรบูรณ์,แมคโคร,เพชรบูรณ์,ภาคเหนือ,S00262,MK-PHETCHABUN
เพชรบุรี,แมคโคร,เพชรบุรี,ภาคตะวันตกและตะวันออก,S00261,MK-PHETCHABURI
ชะอำ,แมคโคร,เพชรบุรี,ภาคตะวันตกและตะวันออก,S01440,MK-CHAAM-PHETCHABURI
พิจิตร,แมคโคร,พิจิตร,ภาคเหนือ,S00136,MK-PHICHIT
พิษณุโลก,แมคโคร,พิษณุโลก,ภาคเหนือ,S00232,MK-PHITSANULOK
พิษณุโลก 2,แมคโคร,พิษณุโลก,ภาคเหนือ,S00793,MK-PHITSANULOK_2
แพร่,แมคโคร,แพร่,ภาคเหนือ,S00326,MK-PHRAE
ถลาง ภูเก็ต,แมคโคร,ภูเก็ต,ภาคใต้,S00603,MK-THALANG-PHUKET
ภูเก็ต,แมคโคร,ภูเก็ต,ภาคใต้,S00702,MK-PHUKET
ราไวย์ 2,แมคโคร,ภูเก็ต,ภาคใต้,S01212,MK-RAWAI_2-PHUKET
กบินทร์บุรี,แมคโคร,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00629,MK-KRABINBURI-PRACHINBURI
ปราจีนบุรี,แมคโคร,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00690,MK-PRACHINBURI
ประจวบคีรีขันธ์,แมคโคร,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,S00188,MK-PRACHUAPKHIRIKHAN
ปราณบุรี,แมคโคร,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,S00299,MK-PRANBURI-PRACHUAPKHIRIKHAN
หัวหิน,แมคโคร,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,S00806,MK-HUAHIN-PRACHUAPKHIRIKHAN
ระนอง,แมคโคร,ระนอง,ภาคใต้,S00218,MK-RANONG
ราชบุรี,แมคโคร,ราชบุรี,ภาคตะวันตกและตะวันออก,S00097,MK-RATCHABURI
ระยอง,แมคโคร,ระยอง,ภาคตะวันตกและตะวันออก,S00098,MK-RAYONG
ร้อยเอ็ด,แมคโคร,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,S00130,MK-ROIET
สระแก้ว,แมคโคร,สระแก้ว,ภาคตะวันตกและตะวันออก,S00187,MK-SAKAEO
สกลนคร,แมคโคร,สกลนคร,ภาคตะวันออกเฉียงเหนือ,S00183,MK-SAKONNAKHON
แพรกษา,แมคโคร,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S01686,MK:PREAKASA-SAUTPRAKAN
แฮปปี้แทท (ฟอเรสเทียส์ - บางนา),แมคโคร,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S02358,MK-HAPPITAT-SAMUTPRAKAN
บางพลี,แมคโคร,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00140,MK:BANGPLEE
ศรีนครินทร์,แมคโคร,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00156,MK:SRINAKARIN
สมุทรปราการ,แมคโคร,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00630,MK:SAMUTPRAKAN
มหาชัย,แมคโคร,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00683,MK:MAHACHAI-SAMUTSAKHON
สมุทรสาคร,แมคโคร,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00436,MK:SAMUTSAKHON
อ้อมน้อย,แมคโคร,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00336,MK:AOMNOI-SAMUTSAKHON
สมุทรสงคราม,แมคโคร,สมุทรสงคราม,ภาคตะวันตกและตะวันออก,S00297,MK-SAMUTSONGKHRAM
สระบุรี,แมคโคร,สระบุรี,ภาคตะวันตกและตะวันออก,S00431,MK-SARABURI
สตูล,แมคโคร,สตูล,ภาคใต้,S00154,MK-SATUN
สิงห์บุรี,แมคโคร,สิงห์บุรี,ภาคตะวันตกและตะวันออก,S00644,MK-SINGBURI
ศรีสะเกษ,แมคโคร,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,S00226,MK-SISAKET
สงขลา,แมคโคร,สงขลา,ภาคใต้,S00863,MK-SONGKHLA
หาดใหญ่,แมคโคร,สงขลา,ภาคใต้,S00161,MK-HADYAI-SONGKHLA
สุโขทัย,แมคโคร,สุโขทัย,ภาคเหนือ,S00207,MK-SUKHOTHAI
สุพรรณบุรี,แมคโคร,สุพรรณบุรี,ภาคตะวันตกและตะวันออก,S00214,MK-SUPHANBURI
เกาะพะงัน,แมคโคร,สุราษฎร์ธานี,ภาคใต้,S01710,MK-KOH_PHANGAN-SURATTHANI
เกาะสมุย,แมคโคร,สุราษฎร์ธานี,ภาคใต้,S01105,MK-SAMUI-SURATTHANI
เวียงสระ,แมคโคร,สุราษฎร์ธานี,ภาคใต้,S00667,MK-WEING_SA-SURATTHANI
สุราษฎร์ธานี,แมคโคร,สุราษฎร์ธานี,ภาคใต้,S00321,MK-SURATTHANI
สุรินทร์,แมคโคร,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,S00247,MK-SURIN
แม่สอด ตาก,แมคโคร,ตาก,ภาคเหนือ,S00211,MK-MAESOD-TAK
ตรัง,แมคโคร,ตรัง,ภาคใต้,S00231,MK-TRANG
ตราด,แมคโคร,ตราด,ภาคตะวันตกและตะวันออก,S00784,MK-TRAT
วารินชำราบ,แมคโคร,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00240,MK-WARINCHAMRAB-UBONRATCHATHANI
อุบลราชธานี,แมคโคร,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00266,MK-UBONRATCHATHANI
อุดรธานี,แมคโคร,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00179,MK-UDONTHANI
อุดรธานี 2 (บ้านเลื่อม),แมคโคร,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00632,MK-BAN_LUEAM(UDON2)-UDONTHANI
อุตรดิตถ์,แมคโคร,อุตรดิตถ์,ภาคเหนือ,S00338,MK-UTTARADIT
ยโสธร,แมคโคร,ยโสธร,ภาคตะวันออกเฉียงเหนือ,S00263,MK-YASOTHON
อยุธยา,เพาเวอร์บาย,พระนครศรีอยุธยา,ภาคตะวันตกและตะวันออก,S00464,PB-CPN-AYUTTHAYA
อยุธยา,เพาเวอร์บาย,พระนครศรีอยุธยา,ภาคตะวันตกและตะวันออก,S00626,PB-RBS-AYUTTHAYA
SB CDC,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00834,PB:SB_CDC
SB พระราม 2,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01200,PB:SB_RAMA2
เซ็นจูรี่ อ่อนนุช,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00648,PB:CENTURY-ONNUT
เซ็นทรัลเวิล์ด,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00430,PB:CPN_WORLD
เทอร์มินอล 21 พระราม 3,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00554,PB:TERMINAL_21_RAMA3
เวสวิลล์,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00152,PB:CPN-WEST_VILLE
แจ๊ส คู้บอน,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00463,PB:JAZZ-KUBON
แฟชั่นไอส์แลนด์,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00008,PB:FASHION_ISLAND
โลตัส เสนา,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01206,PB_LT:-SENA
ชิดลม,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00350,PB:CPN-CHIDLOM
ซีคอน บางแค,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00043,PB:SEACON-BANGKAE
ซีคอน ศรีนครินทร์,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00048,PB:RBS-SEACON-SRINAKARIN
ท๊อปคลับ พระราม 2,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00830,PB:TOPS_CLUB-RAMA2
บางกะปิ,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00602,PB:LT-BANGKAPI
บางนา,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00109,PB:CPN-BANGNA
บางรัก,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00668,PB:RBS-BANGRAK
บิ๊กซี พระราม 2,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00527,PB:BC-RAMA2
ปิ่นเกล้า,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01106,PB:CPN-PINKLAO
พระราม 2,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00042,PB:CPN-RAMA2
พระราม 3,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00019,PB:CPN-RAMA3
พระราม 9,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00086,PB:CPN-RAMA9
ราชพฤกษ์,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01199,PB:BNB-RATCHAPRUK
รามอินทรา,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00202,PB:CPN-RAMINTRA
ลาดกระบัง,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00398,PB:RBS-LADKABANG
ลาดพร้าว,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00175,PB:CPN-LADPRAO
ลาดพร้าว,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00678,PB:LT-LADPRAO
ลำลูกกา,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00526,PB:BC-LUMLUKKA
วงศ์สว่าง,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00547,PB:BC-WONGSAWANG
วิสด้อม 101,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00625,PB:WISDOM_101_PHRAKHANONG
หลักสี่,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00855,PB:LT-LAKSI
อีสวิลล์,เพาเวอร์บาย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00163,PB:CPN-EAST_VILLE
ทวีกิจ บุรีรัมย์,เพาเวอร์บาย,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00116,PB-TAWEEKIT-BURIRAM
บุรีรัมย์,เพาเวอร์บาย,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00416,PB-RBS-BURIRAM
ฉะเชิงเทรา,เพาเวอร์บาย,ฉะเชิงเทรา,ภาคตะวันตกและตะวันออก,S00377,PB-RBS-CHACHOENGSAO
ชัยภูมิ,เพาเวอร์บาย,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,S00631,PB-RBS-CHAIYAPHUM
จันทบุรี,เพาเวอร์บาย,จันทบุรี,ภาคตะวันตกและตะวันออก,S00095,PB-CPN-CHANTHABURI
จันทบุรี,เพาเวอร์บาย,จันทบุรี,ภาคตะวันตกและตะวันออก,S00170,PB-UPC-CHANTHABURI
จันทบุรี,เพาเวอร์บาย,จันทบุรี,ภาคตะวันตกและตะวันออก,S00714,PB-RBS-CHANTHABURI
เชียงใหม่,เพาเวอร์บาย,เชียงใหม่,ภาคเหนือ,S00110,PB-UPC-CHIANGMAI
เชียงใหม่เฟสติวัล,เพาเวอร์บาย,เชียงใหม่,ภาคเหนือ,S00082,PB-CPN_FESTIVAL-CHIANGMAI
สนามบินเชียงใหม่,เพาเวอร์บาย,เชียงใหม่,ภาคเหนือ,S00565,PB-CPN-AIRPORT-CHIANGMAI
เชียงราย,เพาเวอร์บาย,เชียงราย,ภาคเหนือ,S00560,PB-CPN-CHIANGRAI
เดอะชิลล์ พัทยา,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00595,PB-THE_CHILLED_PATTAYA-CHONBURI
แหลมทอง บางแสน,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00600,PB-LAEMTHONG_BANGSAEN-CHONBURI
โกโฮลเซลล์ พัทยา,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00568,PB-GOP-PATTAYA-CHONBURI
ชลบุรี,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00021,PB-CPN-CHONBURI
ชลบุรี,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00100,PB-RBS-LIFE_STYLE-CHONBURI
ชลบุรี,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00135,PB-STL-CHONBURI
ชลบุรี,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S01197,PB-BGC-CHONBURI
ตึกคอม พัทยา,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00737,PB-TUK_COM_PATTAYA-CHONBURI
บ่อวิน,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00580,PB-RBS-BORWIN-CHONBURI
พัทยา,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00062,PB-UPC-PATTAYA-CHONBURI
พัทยา,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00090,PB-CPN_FESTIVAL-PATTAYA_BEACH
ศรีราชา,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00093,PB-CPN-SRIRACHA-CHONBURI
ศรีราชา,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00634,PB-RBS-SRIRACHA-CHONBURI
อมตะนคร,เพาเวอร์บาย,ชลบุรี,ภาคตะวันตกและตะวันออก,S00703,PB-GOP-AMATA_NAKHON-CHONBURI
กาฬสินธุ์ พลาซ่า,เพาเวอร์บาย,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,S00688,PB-KALASIN_PLAZA-KALASIN
กำแพงเพชร,เพาเวอร์บาย,กำแพงเพชร,ภาคเหนือ,S00676,PB-RBS-KAMPHAENGPHET
กาญจนบุรี,เพาเวอร์บาย,กาญจนบุรี,ภาคตะวันตกและตะวันออก,S00331,PB-RBS-KANCHANABURI
กระนวน,เพาเวอร์บาย,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00532,PB-GOP-KRANUAN-KHONKAEN
ขอนแก่น,เพาเวอร์บาย,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00420,PB-CPN-KHONKAEN
ขอนแก่น,เพาเวอร์บาย,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00553,PB-GOP-KHONKAEN
ขอนแก่นแคมปัส,เพาเวอร์บาย,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S02346,PB-CPN_KHONKAEN_CAMPUS-KHONKAEN
ชุมแพ,เพาเวอร์บาย,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00552,PB-GOP-CHUMPARE-KHONKAEN
ท๊อปพลาซ่า ขอนแก่น,เพาเวอร์บาย,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00615,PB-TOPS_PLAZA-PHOL-KHONKAEN
มิตรภาพ ขอนแก่น,เพาเวอร์บาย,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00445,PB-BNB-MITTRAPHAP-KHONKAEN
เซ็นทรัลกระบี่,เพาเวอร์บาย,กระบี่,ภาคใต้,S02229,PB-CPN-KRABI
ลำปาง,เพาเวอร์บาย,ลำปาง,ภาคเหนือ,S00658,PB-CPN-LAMPANG
จำปา ลำพูน,เพาเวอร์บาย,ลำพูน,ภาคเหนือ,S00609,PB-JAMPHA-LAMPHUN
ลพบุรี,เพาเวอร์บาย,ลพบุรี,ภาคตะวันตกและตะวันออก,S00283,PB-UPC-LOPBURI
ลพบุรี,เพาเวอร์บาย,ลพบุรี,ภาคตะวันตกและตะวันออก,S00591,PB-RBS-LOPBURI
ลพบุรี,เพาเวอร์บาย,ลพบุรี,ภาคตะวันตกและตะวันออก,S00656,PB-BIG_C-LOPBURI
เสริมไทย มหาสารคาม,เพาเวอร์บาย,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00733,PB-SERMTHAI-MAHASARAKHAM
มุกดาหาร,เพาเวอร์บาย,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,S00698,PB-RBS-MUKDAHARN
เดอะโฟสท์ สาย 4,เพาเวอร์บาย,นครปฐม,ภาคตะวันตกและตะวันออก,S00206,PB:THE_FORTH-SAI_4-NAKHONPATHOM
นครชัยศรี นครปฐม,เพาเวอร์บาย,นครปฐม,ภาคตะวันตกและตะวันออก,S01204,PB_LT:NAKHON_CHAISI-NAKHONPATHOM
นครปฐม,เพาเวอร์บาย,นครปฐม,ภาคตะวันตกและตะวันออก,S00549,PB:BC-NAKHONPATHOM
นครปฐม,เพาเวอร์บาย,นครปฐม,ภาคตะวันตกและตะวันออก,S00826,PB:CPN-NAKHONPATHOM
บางเลน นครปฐม,เพาเวอร์บาย,นครปฐม,ภาคตะวันตกและตะวันออก,S01201,PB_LT:BANGLEN-NAKHONPATHOM
ศาลายา,เพาเวอร์บาย,นครปฐม,ภาคตะวันตกและตะวันออก,S00071,PB:CPN-SALAYA
ศาลายา,เพาเวอร์บาย,นครปฐม,ภาคตะวันตกและตะวันออก,S01205,PB_LT:-SALAYA-NAKHONPATHOM
โคราช,เพาเวอร์บาย,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00035,PB-CPN-NAKHONRATCHASIMA
โชคชัย,เพาเวอร์บาย,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S01202,PB-LT-CHOCKCHAI-NAKHONRATCHASIMA
นครสวรรค์,เพาเวอร์บาย,นครสวรรค์,ภาคเหนือ,S00767,PB-CPN-NAKHONSAWAN
วิถีเทพ นครสวรรค์,เพาเวอร์บาย,นครสวรรค์,ภาคเหนือ,S00386,PB-VITEETHEP-NAKHONSAWAN
วีสแควร์ นครสวรรค์,เพาเวอร์บาย,นครสวรรค์,ภาคเหนือ,S00519,PB-BIG_C-NAKHONSAWAN
โกเพาเวอร์ ปากพนัง นครศรีธรรมราช,เพาเวอร์บาย,นครศรีธรรมราช,ภาคใต้,S00885,PB-GOP-PAKPANANG-NAKHONSITHAMMARAT
โชคดี นครศรีธรรมราช,เพาเวอร์บาย,นครศรีธรรมราช,ภาคใต้,S00485,PB-GOP-CHANDEE-NAKHONSITHAMMARAT
ท่าศาลา,เพาเวอร์บาย,นครศรีธรรมราช,ภาคใต้,S00511,PB-GOP-THASALA-NAKHONSITHAMMARAT
นครศรีธรรมราช,เพาเวอร์บาย,นครศรีธรรมราช,ภาคใต้,S00679,PB-CPN-NAKHONSITHAMMARAT
ร่อนพิบูลย์,เพาเวอร์บาย,นครศรีธรรมราช,ภาคใต้,S00498,PB-GOP-RONPHIBUN
ศรีบุญเรือง หนองบัวลำภู,เพาเวอร์บาย,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,S00529,PB-GOP-SRIBOONROEN-NONGBUALAMPHU
หนองบัวลำภู,เพาเวอร์บาย,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,S00559,PB-GOP-NONGBUALAMPHU
อัสวัน หนองคาย,เพาเวอร์บาย,หนองคาย,ภาคตะวันออกเฉียงเหนือ,S00674,PB-ASSAWAN-NONGKHAI
เวสเกต,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00129,PB:CPN-WEST_GATE
แจ้งวัฒนะ,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00651,PB:CPN-CHANGWATTANA
นอร์ทวิลล์,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00641,PB-CPN_NORTH_VILLE-NONTHABURI
บางใหญ่,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00713,PB:LT-BANGYAI-NONTHABURI
รัตนาธิเบศ,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00776,PB:RBS-RATTANATHIBATE
ราชพฤกษ์,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00401,PB:RBS-RATCHAPRUK
